Input 1,Input 2
1.32646164236569E+00,-9.64606424206264E-01
5.9894683116276E-02,-2.12523044770309E-01
-7.62114511922498E-01,-8.87780136635935E-01
9.3639854355246E-01,-5.2564059310194E-01
2.71170184637311E-01,-8.01496885394375E-01
-6.47181431847761E-01,4.72247150087849E-01
9.30408496111116E-01,-1.7531640232702E-01
-1.42191987164044E+00,1.99795607975E+00
-8.5654930823421E-01,-1.54158739967179E+00
2.59442458776815E+00,-4.04032293850937E-01
-1.46173268826141E+00,-6.83439766788682E-01
3.67544896022269E-01,1.9031155759394E-01
-8.5172919725359E-01,1.82272360012796E+00
-5.21579677993373E-01,-1.18468659041155E+00
9.6069339846066E-01,1.32906284653968E+00
-8.17493097616226E-01,-1.40134729303931E+00
1.0304382674156E+00,-2.04732361305796E+00
-1.22662165939662E+00,9.67446150050235E-01
-5.53525480223896E-02,-2.63937348592688E-01
3.52816606494378E-01,-1.52774423545409E-01
-1.29868672216309E+00,1.27607534600619E+00
1.32501405288682E+00,2.0533256377796E-01
4.51340154320103E-02,2.33962480602006E+00
-2.76432845015837E-01,-2.59576981834039E-01
3.64481249240506E-01,1.47132195614234E+00
1.59277075441748E+00,-2.58572631676771E-01
3.08331245959345E-01,-1.37808346706408E+00
-3.11976107916213E-01,-8.40290395479307E-01
-1.00683175229898E+00,1.68157671626733E+00
-7.92286661806145E-01,-5.31605908011455E-01
3.65848787916858E-01,1.29782526697359E+00
4.81115126388835E-01,2.75935511402158E+00
-7.46679782511496E-02,2.58716440229746E-01
2.75600673984056E-01,1.43504938678915E+00
5.07238951109615E-01,-1.16229700387149E-01
-9.4748859490688E-01,2.44443455961633E-01
1.40134483129196E+00,-4.10381793657871E-01
5.28943618416582E-01,2.46147788684844E-01
8.63519658381315E-01,-8.04753740637869E-01
2.34664703052656E+00,-1.27916110702826E+00
-3.65551089986037E-01,9.38092540905646E-01
2.96733172494113E-01,8.29986159081103E-01
-4.96102333982562E-01,-7.48049826803411E-02
1.22319836388174E-02,1.5692596145359E+00
6.90429024383049E-01,7.96672108364671E-01
-6.57926092536795E-01,9.68882638563051E-01
2.25581663568804E-01,1.38914531567793E+00
2.01406015491847E+00,-3.06765776027005E-01
-4.06303130445063E-01,-8.6404499110237E-01
-1.43579511716321E-01,-3.82025448950384E-01
3.5950439957101E-01,-1.44566816933736E-01
-3.6159928078162E-01,1.06458513612785E+00
-9.37880231151452E-01,4.33107953151344E-01
-4.05941727188483E-01,7.24368504869964E-01
1.38526154672223E+00,-3.03098253424073E-01
4.41032907273151E-01,1.7879286573318E-01
-7.99422399543097E-01,2.40787509741938E-01
2.89120505278812E-01,4.12870820446175E-01
-1.98398896820046E-01,9.41923003101466E-02
-1.14761094484314E+00,-3.58114075479857E-01
